publishedAt,title,body,rating,author,useful
2023-04-10T19:31:17+0200,Het is niet waterdicht!,,1,"{'country': 'NL', 'authorId': 14439924, 'firstname': 'Nazmi', 'gender': 'Man', 'age': '40-49', 'countryLabel': 'Nederland'}",False
2023-01-28T15:19:04+0100,mooie jas,,5,"{'country': 'NL', 'authorId': 11848092, 'firstname': 'H', 'countryLabel': 'Nederland'}",True
2023-01-06T18:58:24+0100,Hele goede regenjas,,5,"{'country': 'NL', 'authorId': 14219781, 'firstname': 'Koos', 'gender': 'Man', 'countryLabel': 'Nederland'}",True
2022-11-14T14:08:05+0100,Fijne en lichte regenjas,,5,"{'country': 'NL', 'authorId': 6909239, 'firstname': 'F.L.', 'countryLabel': 'Nederland'}",True
2022-10-28T11:48:35+0200,Perfecte jas voor regenachtige dagen.,,5,"{'country': 'NL', 'authorId': 13960679, 'firstname': 'Dik', 'countryLabel': 'Nederland'}",True
2022-07-21T17:32:19+0200,prachtige jas,,5,"{'country': 'NL', 'authorId': 13714604, 'firstname': 'volkan', 'gender': 'Man', 'age': '30-39', 'countryLabel': 'Nederland'}",True
2022-07-08T18:19:58+0200,Goed!!!,,5,"{'country': 'NL', 'authorId': 13700690, 'firstname': 'Sylwia', 'countryLabel': 'Nederland'}",True
2022-05-10T06:37:16+0200,Mooie jas,,5,"{'country': 'NL', 'authorId': 13507305, 'firstname': 'JC', 'gender': 'Man', 'countryLabel': 'Nederland'}",True
2022-04-09T22:59:53+0200,Prima lekker zomer jack.,,5,"{'country': 'NL', 'authorId': 9174518, 'firstname': 'A.L.', 'countryLabel': 'Nederland'}",True
2022-03-04T18:06:11+0100,Prima,,5,"{'country': 'NL', 'authorId': 7711483, 'firstname': 'Janet', 'countryLabel': 'Nederland'}",True
2022-03-04T18:06:07+0100,Prima,,5,"{'country': 'NL', 'authorId': 7711483, 'firstname': 'Janet', 'countryLabel': 'Nederland'}",True
2022-01-17T09:28:51+0100,Superjas,,5,"{'country': 'NL', 'authorId': 13192999, 'firstname': 'Ron', 'gender': 'Man', 'countryLabel': 'Nederland'}",True
2021-11-17T09:37:46+0100,Super comfortabel,,5,"{'country': 'NL', 'authorId': 7778378, 'firstname': 'thirza', 'countryLabel': 'Nederland'}",True
2021-11-05T09:17:07+0100,Voldoet perfect aan de verwachting.,,5,"{'country': 'NL', 'authorId': 12954057, 'firstname': 'Richard', 'gender': 'Man', 'countryLabel': 'Nederland'}",True
2021-10-22T10:01:32+0200,Prima jas en waterdicht,,5,"{'country': 'NL', 'authorId': 12915201, 'firstname': 'Joke', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",True
2021-10-08T09:35:28+0200,Prima prijs kwaliteit,,4,"{'country': 'NL', 'authorId': 12876306, 'firstname': 'Rob', 'gender': 'Man', 'countryLabel': 'Nederland'}",True
2021-09-14T09:07:58+0200,"Ik had al een groene, nu ook een blauwe",,5,"{'country': 'NL', 'authorId': 12801420, 'firstname': 'Tineke', 'countryLabel': 'Nederland'}",True
2021-09-14T09:07:35+0200,Top model ook qua uiterlijk!,,5,"{'country': 'NL', 'authorId': 12801420, 'firstname': 'Tineke', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",True
2021-08-17T09:03:51+0200,Fantastische jas,,5,"{'country': 'NL', 'authorId': 12711523, 'firstname': 'Wilma', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",True
2021-08-16T09:14:12+0200,Fijne jas,,5,"{'country': 'NL', 'authorId': 12068198, 'firstname': 'Alette', 'countryLabel': 'Nederland'}",True
2021-07-21T09:11:12+0200,Super fijne regenjas!,,5,"{'country': 'NL', 'authorId': 12618716, 'firstname': 'Nicole', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",True
2021-06-04T09:46:13+0200,Boven verwachting goed,,5,"{'country': 'NL', 'authorId': 12450213, 'firstname': 'Sebastiaan', 'gender': 'Man', 'countryLabel': 'Nederland'}",True
2021-05-06T09:29:10+0200,Jas past goed en is goed waterdicht,,5,"{'country': 'NL', 'authorId': 12349558, 'firstname': 'Karin', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",True
2021-04-20T08:48:37+0200,Tevreden,,5,"{'country': 'NL', 'authorId': 12298096, 'firstname': 'Jolanda', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",True
2021-02-08T09:45:15+0100,"Ruime, echt waterdichte jas",,4,"{'country': 'NL', 'authorId': 11910401, 'firstname': 'Mirjam', 'countryLabel': 'Nederland'}",True
2020-11-17T09:35:55+0100,super jas,,4,"{'country': 'NL', 'authorId': 11750676, 'firstname': 'Kim', 'countryLabel': 'Nederland'}",True
2020-10-19T08:09:48+0200,Perfect voor op de fiets,,5,"{'country': 'NL', 'authorId': 11562484, 'firstname': 'Leendert', 'countryLabel': 'Nederland'}",True
2020-09-16T07:48:26+0200,Prima ook voor op de fiets,,5,"{'country': 'NL', 'authorId': 6419255, 'firstname': 'Boye', 'countryLabel': 'Nederland'}",True
2023-01-04T09:18:05+0100,Heerlijk fijne jas om in hard te lopen!,,5,"{'country': 'NL', 'authorId': 14210300, 'firstname': 'Laura', 'countryLabel': 'Nederland'}",True
2023-01-01T20:49:01+0100,Fijne jas,,4,"{'country': 'NL', 'authorId': 7806458, 'firstname': 'Lieke', 'countryLabel': 'Nederland'}",True
2022-12-25T20:14:12+0100,Erg fijne waterafstotende jas!,,5,"{'country': 'NL', 'authorId': 14154347, 'firstname': 'Xander', 'countryLabel': 'Nederland'}",True
2022-12-23T22:38:37+0100,Veel te klein!! Erg jammer…,,4,"{'country': 'NL', 'authorId': 14185116, 'firstname': 'Miranda', 'gender': 'Vrouw', 'age': '40-49', 'countryLabel': 'Nederland'}",True
2022-12-23T21:59:32+0100,Valt mega klein 44 zit als 40,,3,"{'country': 'NL', 'authorId': 14185116, 'firstname': 'Miranda', 'gender': 'Vrouw', 'age': '40-49', 'countryLabel': 'Nederland'}",True
2022-03-23T10:24:42+0100,"fijn jack dat door de ""luchtgaten"" perfect is als",,5,"{'country': 'NL', 'authorId': 13382597, 'firstname': 'Ellemieke', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",True
2022-01-10T09:29:41+0100,Prima,,4,"{'country': 'NL', 'authorId': 13169865, 'firstname': 'Anne-Marie', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",True
2021-12-29T08:47:50+0100,Veeeel te klein!,,1,"{'country': 'NL', 'authorId': 13139200, 'firstname': 'Lisa', 'gender': 'Vrouw', 'age': '30-39', 'countryLabel': 'Nederland'}",False
2023-02-06T18:40:41+0100,Winddicht en warm,,5,"{'country': 'NL', 'authorId': 14299938, 'firstname': 'Hillie', 'countryLabel': 'Nederland'}",True
2021-12-06T09:34:50+0100,Super cute,,4,"{'country': 'NL', 'authorId': 13052693, 'firstname': 'Sue-Ann', 'countryLabel': 'Nederland'}",True
2021-11-18T08:58:19+0100,"Een hele fijne, warme jas die ik elke dag draag",,5,"{'country': 'NL', 'authorId': 12939530, 'firstname': 'Katarzyna', 'countryLabel': 'Nederland'}",True
2021-11-10T09:43:27+0100,Een heel fijne jas!,,5,"{'country': 'NL', 'authorId': 12916101, 'firstname': 'Ella', 'countryLabel': 'Nederland'}",True
2021-10-28T09:23:09+0200,Een heel fijne jas,,5,"{'country': 'NL', 'authorId': 12936606, 'firstname': 'Licia', 'gender': 'Vrouw', 'age': '50-59', 'countryLabel': 'Nederland'}",True
2021-09-29T12:45:25+0200,Goede prijs en stof,,5,"{'country': 'NL', 'authorId': 12847101, 'firstname': 'Agnieszka', 'countryLabel': 'Nederland'}",True
2021-09-28T09:08:27+0200,Top jas,,5,"{'country': 'NL', 'authorId': 12846628, 'firstname': 'Ch', 'gender': 'Vrouw', 'age': '60 of ouder', 'countryLabel': 'Nederland'}",True
2021-01-18T09:23:16+0100,Top,,4,"{'country': 'NL', 'authorId': 11912461, 'firstname': 'Frank', 'countryLabel': 'Nederland'}",True
2020-10-29T09:03:07+0100,Super jas !,,5,"{'country': 'NL', 'authorId': 9079045, 'firstname': 'Jana', 'countryLabel': 'Nederland'}",True
2020-10-13T08:00:57+0200,"Mooie snit, beetje smal in de schouders",,3,"{'country': 'NL', 'authorId': 11541824, 'firstname': 'A.c.', 'gender': 'Vrouw', 'age': '40-49', 'countryLabel': 'Nederland'}",False
2020-10-12T08:05:43+0200,Hele dunne jas geen echte winterjas meer regenjas,,3,"{'country': 'NL', 'authorId': 11516803, 'firstname': 'Lisette', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",False
2023-02-06T18:40:41+0100,Winddicht en warm,,5,"{'country': 'NL', 'authorId': 14299938, 'firstname': 'Hillie', 'countryLabel': 'Nederland'}",True
2021-12-06T09:34:50+0100,Super cute,,4,"{'country': 'NL', 'authorId': 13052693, 'firstname': 'Sue-Ann', 'countryLabel': 'Nederland'}",True
2021-11-18T08:58:19+0100,"Een hele fijne, warme jas die ik elke dag draag",,5,"{'country': 'NL', 'authorId': 12939530, 'firstname': 'Katarzyna', 'countryLabel': 'Nederland'}",True
2021-11-10T09:43:27+0100,Een heel fijne jas!,,5,"{'country': 'NL', 'authorId': 12916101, 'firstname': 'Ella', 'countryLabel': 'Nederland'}",True
2021-10-28T09:23:09+0200,Een heel fijne jas,,5,"{'country': 'NL', 'authorId': 12936606, 'firstname': 'Licia', 'gender': 'Vrouw', 'age': '50-59', 'countryLabel': 'Nederland'}",True
2021-09-29T12:45:25+0200,Goede prijs en stof,,5,"{'country': 'NL', 'authorId': 12847101, 'firstname': 'Agnieszka', 'countryLabel': 'Nederland'}",True
2021-09-28T09:08:27+0200,Top jas,,5,"{'country': 'NL', 'authorId': 12846628, 'firstname': 'Ch', 'gender': 'Vrouw', 'age': '60 of ouder', 'countryLabel': 'Nederland'}",True
2021-01-18T09:23:16+0100,Top,,4,"{'country': 'NL', 'authorId': 11912461, 'firstname': 'Frank', 'countryLabel': 'Nederland'}",True
2020-10-29T09:03:07+0100,Super jas !,,5,"{'country': 'NL', 'authorId': 9079045, 'firstname': 'Jana', 'countryLabel': 'Nederland'}",True
2020-10-13T08:00:57+0200,"Mooie snit, beetje smal in de schouders",,3,"{'country': 'NL', 'authorId': 11541824, 'firstname': 'A.c.', 'gender': 'Vrouw', 'age': '40-49', 'countryLabel': 'Nederland'}",False
2020-10-12T08:05:43+0200,Hele dunne jas geen echte winterjas meer regenjas,,3,"{'country': 'NL', 'authorId': 11516803, 'firstname': 'Lisette', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",False
2023-03-05T10:58:25+0100,Blij mee,,4,"{'country': 'NL', 'authorId': 14309866, 'firstname': 'Marion', 'countryLabel': 'Nederland'}",True
2023-02-26T19:26:50+0100,Mooi jas,,5,"{'country': 'NL', 'authorId': 14348443, 'firstname': 'S.', 'countryLabel': 'Nederland'}",True
2023-02-11T20:57:22+0100,Fantastische Jas,,5,"{'country': 'NL', 'authorId': 14313469, 'firstname': 'Selena', 'countryLabel': 'Nederland'}",True
2023-02-04T23:22:35+0100,"Heerlijke jas, maar..",,3,"{'country': 'NL', 'authorId': 12045801, 'firstname': 'mirjam', 'countryLabel': 'Nederland'}",True
2023-01-20T19:21:24+0100,Lekker warme waterdichte jas,,5,"{'country': 'NL', 'authorId': 14255983, 'firstname': 'Sandra', 'countryLabel': 'Nederland'}",True
2023-01-13T19:08:26+0100,Ja gewoon goed allemaal,,5,"{'country': 'NL', 'authorId': 14238169, 'firstname': 'Joke', 'countryLabel': 'Nederland'}",True
2022-12-17T00:30:38+0100,Eerste ik heb gekocht de merk Quechua omdat ik spr,,5,"{'country': 'NL', 'authorId': 14162690, 'firstname': 'Dolores', 'countryLabel': 'Nederland'}",True
2022-10-17T16:07:58+0200,Te klein van maat,,3,"{'country': 'NL', 'authorId': 12197768, 'firstname': 'Henny', 'countryLabel': 'Nederland'}",True
2022-05-17T12:58:48+0200,Lekker warm zowel in de winter als in de lente,,5,"{'country': 'NL', 'authorId': 12513598, 'firstname': 'Jacqueline', 'countryLabel': 'Nederland'}",True
2022-02-18T18:59:22+0100,Heerlijke jas,,5,"{'country': 'NL', 'authorId': 8146603, 'firstname': 'Jennifer', 'countryLabel': 'Nederland'}",True
2022-02-13T23:43:55+0100,Ideale jas,,5,"{'country': 'NL', 'authorId': 13279871, 'firstname': 'Moniek', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",True
2022-02-09T15:12:10+0100,Prima jas voor een prima prijs,,4,"{'country': 'NL', 'authorId': 13266471, 'firstname': 'Lian', 'gender': 'Vrouw', 'countryLabel': 'Nederland'}",True
2022-01-18T09:23:28+0100,Heel fijne jas,,5,"{'country': 'NL', 'authorId': 12492957, 'firstname': 'Mandy', 'countryLabel': 'Nederland'}",True
2021-12-09T08:49:17+0100,Ik heb er al veel plezier van gehad.,,5,"{'country': 'NL', 'authorId': 13068243, 'firstname': 'jan', 'gender': 'Man', 'age': '40-49', 'countryLabel': 'Nederland'}",True
2021-11-01T09:22:16+0100,Fantastische herfst jas,,5,"{'country': 'NL', 'authorId': 10397445, 'firstname': 'Edwin', 'countryLabel': 'Nederland'}",True
2021-09-20T10:12:30+0200,Goede prijs/kwaliteitsverhouding,,5,"{'country': 'NL', 'authorId': 12755137, 'firstname': 'Johannes', 'countryLabel': 'Nederland'}",True
2021-02-08T09:21:41+0100,Goede pasvorm,,4,"{'country': 'NL', 'authorId': 11860221, 'firstname': 'Yesper', 'countryLabel': 'Nederland'}",False
2020-12-07T09:30:14+0100,grootste maat,,5,"{'country': 'NL', 'authorId': 11814735, 'firstname': 'Leo', 'countryLabel': 'Nederland'}",True
